Tree	Tree_taxa	RefTree_taxa	Common_taxa	R-F	R-F_toYuleAvg	R-F_toUnifAvg
12247	64	64	64	60.5000	0.9953	0.9937
12248	64	64	64	59.5000	0.9789	0.9773
12249	64	64	64	60.5000	0.9953	0.9937
12250	64	64	64	60.5000	0.9953	0.9937
12251	64	64	64	60.5000	0.9953	0.9937
12252	64	64	64	60.5000	0.9953	0.9937
12253	64	64	64	60.5000	0.9953	0.9937
12254	64	64	64	60.5000	0.9953	0.9937
12255	64	64	64	60.5000	0.9953	0.9937
12256	64	64	64	60.5000	0.9953	0.9937
12257	64	64	64	60.5000	0.9953	0.9937
12258	64	64	64	60.5000	0.9953	0.9937
12259	64	64	64	60.5000	0.9953	0.9937
12260	64	64	64	60.5000	0.9953	0.9937
12261	64	64	64	59.5000	0.9789	0.9773
12262	64	64	64	60.5000	0.9953	0.9937
12263	64	64	64	60.5000	0.9953	0.9937
12264	64	64	64	60.5000	0.9953	0.9937
12265	64	64	64	60.5000	0.9953	0.9937
12266	64	64	64	60.5000	0.9953	0.9937
12267	64	64	64	59.5000	0.9789	0.9773
12268	64	64	64	60.5000	0.9953	0.9937
12269	64	64	64	59.5000	0.9789	0.9773
12270	64	64	64	59.5000	0.9789	0.9773
12271	64	64	64	60.5000	0.9953	0.9937
12272	64	64	64	60.5000	0.9953	0.9937
12273	64	64	64	60.5000	0.9953	0.9937
12274	64	64	64	60.5000	0.9953	0.9937
12275	64	64	64	59.5000	0.9789	0.9773
12276	64	64	64	60.5000	0.9953	0.9937
12277	64	64	64	60.5000	0.9953	0.9937
12278	64	64	64	60.5000	0.9953	0.9937
12279	64	64	64	60.5000	0.9953	0.9937
12280	64	64	64	59.5000	0.9789	0.9773
12281	64	64	64	60.5000	0.9953	0.9937
12282	64	64	64	60.5000	0.9953	0.9937
12283	64	64	64	60.5000	0.9953	0.9937
12284	64	64	64	60.5000	0.9953	0.9937
12285	64	64	64	60.5000	0.9953	0.9937
12286	64	64	64	60.5000	0.9953	0.9937
12287	64	64	64	60.5000	0.9953	0.9937
12288	64	64	64	60.5000	0.9953	0.9937
12289	64	64	64	60.5000	0.9953	0.9937
12290	64	64	64	60.5000	0.9953	0.9937
12291	64	64	64	60.5000	0.9953	0.9937
12292	64	64	64	60.5000	0.9953	0.9937
12293	64	64	64	59.5000	0.9789	0.9773
12294	64	64	64	60.5000	0.9953	0.9937
12295	64	64	64	60.5000	0.9953	0.9937
12296	64	64	64	60.5000	0.9953	0.9937
12297	64	64	64	60.5000	0.9953	0.9937
12298	64	64	64	60.5000	0.9953	0.9937
12299	64	64	64	60.5000	0.9953	0.9937
12300	64	64	64	60.5000	0.9953	0.9937
12301	64	64	64	60.5000	0.9953	0.9937
12302	64	64	64	60.5000	0.9953	0.9937
12303	64	64	64	60.5000	0.9953	0.9937
12304	64	64	64	60.5000	0.9953	0.9937
12305	64	64	64	60.5000	0.9953	0.9937
12306	64	64	64	60.5000	0.9953	0.9937
12307	64	64	64	60.5000	0.9953	0.9937
12308	64	64	64	60.5000	0.9953	0.9937
12309	64	64	64	60.5000	0.9953	0.9937
12310	64	64	64	59.5000	0.9789	0.9773
12311	64	64	64	60.5000	0.9953	0.9937
12312	64	64	64	60.5000	0.9953	0.9937
12313	64	64	64	60.5000	0.9953	0.9937
12314	64	64	64	60.5000	0.9953	0.9937
12315	64	64	64	59.5000	0.9789	0.9773
12316	64	64	64	59.5000	0.9789	0.9773
12317	64	64	64	60.5000	0.9953	0.9937
12318	64	64	64	59.5000	0.9789	0.9773
12319	64	64	64	60.5000	0.9953	0.9937
12320	64	64	64	60.5000	0.9953	0.9937
12321	64	64	64	59.5000	0.9789	0.9773
12322	64	64	64	60.5000	0.9953	0.9937
12323	64	64	64	60.5000	0.9953	0.9937
12324	64	64	64	60.5000	0.9953	0.9937
12325	64	64	64	59.5000	0.9789	0.9773
12326	64	64	64	60.5000	0.9953	0.9937
12327	64	64	64	60.5000	0.9953	0.9937
12328	64	64	64	59.5000	0.9789	0.9773
12329	64	64	64	59.5000	0.9789	0.9773
12330	64	64	64	60.5000	0.9953	0.9937
12331	64	64	64	60.5000	0.9953	0.9937
12332	64	64	64	60.5000	0.9953	0.9937
12333	64	64	64	60.5000	0.9953	0.9937
12334	64	64	64	60.5000	0.9953	0.9937
12335	64	64	64	59.5000	0.9789	0.9773
12336	64	64	64	60.5000	0.9953	0.9937
12337	64	64	64	60.5000	0.9953	0.9937
12338	64	64	64	59.5000	0.9789	0.9773
12339	64	64	64	60.5000	0.9953	0.9937
12340	64	64	64	59.5000	0.9789	0.9773
12341	64	64	64	60.5000	0.9953	0.9937
12342	64	64	64	60.5000	0.9953	0.9937
12343	64	64	64	60.5000	0.9953	0.9937
12344	64	64	64	60.5000	0.9953	0.9937
12345	64	64	64	60.5000	0.9953	0.9937
12346	64	64	64	60.5000	0.9953	0.9937
12347	64	64	64	60.5000	0.9953	0.9937
12348	64	64	64	60.5000	0.9953	0.9937
12349	64	64	64	60.5000	0.9953	0.9937
12350	64	64	64	60.5000	0.9953	0.9937
12351	64	64	64	60.5000	0.9953	0.9937
12352	64	64	64	59.5000	0.9789	0.9773
12353	64	64	64	60.5000	0.9953	0.9937
12354	64	64	64	60.5000	0.9953	0.9937
12355	64	64	64	60.5000	0.9953	0.9937
12356	64	64	64	60.5000	0.9953	0.9937
12357	64	64	64	59.5000	0.9789	0.9773
12358	64	64	64	60.5000	0.9953	0.9937
12359	64	64	64	60.5000	0.9953	0.9937
12360	64	64	64	60.5000	0.9953	0.9937
12361	64	64	64	60.5000	0.9953	0.9937
12362	64	64	64	60.5000	0.9953	0.9937
12363	64	64	64	59.5000	0.9789	0.9773
12364	64	64	64	60.5000	0.9953	0.9937
12365	64	64	64	60.5000	0.9953	0.9937
12366	64	64	64	59.5000	0.9789	0.9773
12367	64	64	64	60.5000	0.9953	0.9937
12368	64	64	64	60.5000	0.9953	0.9937
12369	64	64	64	60.5000	0.9953	0.9937
12370	64	64	64	60.5000	0.9953	0.9937
12371	64	64	64	60.5000	0.9953	0.9937
12372	64	64	64	60.5000	0.9953	0.9937
12373	64	64	64	60.5000	0.9953	0.9937
12374	64	64	64	60.5000	0.9953	0.9937
12375	64	64	64	60.5000	0.9953	0.9937
12376	64	64	64	59.5000	0.9789	0.9773
12377	64	64	64	60.5000	0.9953	0.9937
12378	64	64	64	60.5000	0.9953	0.9937
12379	64	64	64	60.5000	0.9953	0.9937
12380	64	64	64	60.5000	0.9953	0.9937
12381	64	64	64	60.5000	0.9953	0.9937
12382	64	64	64	58.5000	0.9624	0.9609
12383	64	64	64	60.5000	0.9953	0.9937
12384	64	64	64	60.5000	0.9953	0.9937
12385	64	64	64	60.5000	0.9953	0.9937
12386	64	64	64	60.5000	0.9953	0.9937
12387	64	64	64	60.5000	0.9953	0.9937
12388	64	64	64	60.5000	0.9953	0.9937
12389	64	64	64	60.5000	0.9953	0.9937
12390	64	64	64	60.5000	0.9953	0.9937
12391	64	64	64	60.5000	0.9953	0.9937
12392	64	64	64	60.5000	0.9953	0.9937
12393	64	64	64	59.5000	0.9789	0.9773
12394	64	64	64	60.5000	0.9953	0.9937
12395	64	64	64	59.5000	0.9789	0.9773
12396	64	64	64	60.5000	0.9953	0.9937
12397	64	64	64	60.5000	0.9953	0.9937
12398	64	64	64	60.5000	0.9953	0.9937
12399	64	64	64	60.5000	0.9953	0.9937
12400	64	64	64	60.5000	0.9953	0.9937
12401	64	64	64	59.5000	0.9789	0.9773
12402	64	64	64	60.5000	0.9953	0.9937
12403	64	64	64	58.5000	0.9624	0.9609
12404	64	64	64	60.5000	0.9953	0.9937
12405	64	64	64	60.5000	0.9953	0.9937
12406	64	64	64	60.5000	0.9953	0.9937
12407	64	64	64	60.5000	0.9953	0.9937
12408	64	64	64	60.5000	0.9953	0.9937
12409	64	64	64	60.5000	0.9953	0.9937
12410	64	64	64	60.5000	0.9953	0.9937
12411	64	64	64	60.5000	0.9953	0.9937
12412	64	64	64	60.5000	0.9953	0.9937
12413	64	64	64	60.5000	0.9953	0.9937
12414	64	64	64	59.5000	0.9789	0.9773
12415	64	64	64	60.5000	0.9953	0.9937
12416	64	64	64	59.5000	0.9789	0.9773
12417	64	64	64	60.5000	0.9953	0.9937
12418	64	64	64	60.5000	0.9953	0.9937
12419	64	64	64	60.5000	0.9953	0.9937
12420	64	64	64	60.5000	0.9953	0.9937
12421	64	64	64	60.5000	0.9953	0.9937
12422	64	64	64	60.5000	0.9953	0.9937
12423	64	64	64	59.5000	0.9789	0.9773
12424	64	64	64	59.5000	0.9789	0.9773
12425	64	64	64	60.5000	0.9953	0.9937
12426	64	64	64	60.5000	0.9953	0.9937
12427	64	64	64	59.5000	0.9789	0.9773
12428	64	64	64	60.5000	0.9953	0.9937
12429	64	64	64	60.5000	0.9953	0.9937
12430	64	64	64	60.5000	0.9953	0.9937
12431	64	64	64	60.5000	0.9953	0.9937
12432	64	64	64	60.5000	0.9953	0.9937
12433	64	64	64	60.5000	0.9953	0.9937
12434	64	64	64	60.5000	0.9953	0.9937
12435	64	64	64	60.5000	0.9953	0.9937
12436	64	64	64	59.5000	0.9789	0.9773
12437	64	64	64	59.5000	0.9789	0.9773
12438	64	64	64	60.5000	0.9953	0.9937
12439	64	64	64	60.5000	0.9953	0.9937
12440	64	64	64	60.5000	0.9953	0.9937
12441	64	64	64	59.5000	0.9789	0.9773
12442	64	64	64	59.5000	0.9789	0.9773
12443	64	64	64	60.5000	0.9953	0.9937
12444	64	64	64	60.5000	0.9953	0.9937
12445	64	64	64	60.5000	0.9953	0.9937
12446	64	64	64	60.5000	0.9953	0.9937
12447	64	64	64	59.5000	0.9789	0.9773
12448	64	64	64	60.5000	0.9953	0.9937
12449	64	64	64	60.5000	0.9953	0.9937
12450	64	64	64	60.5000	0.9953	0.9937
12451	64	64	64	60.5000	0.9953	0.9937
12452	64	64	64	60.5000	0.9953	0.9937
12453	64	64	64	60.5000	0.9953	0.9937
12454	64	64	64	60.5000	0.9953	0.9937
12455	64	64	64	59.5000	0.9789	0.9773
12456	64	64	64	60.5000	0.9953	0.9937
12457	64	64	64	60.5000	0.9953	0.9937
12458	64	64	64	59.5000	0.9789	0.9773
12459	64	64	64	60.5000	0.9953	0.9937
12460	64	64	64	60.5000	0.9953	0.9937
12461	64	64	64	59.5000	0.9789	0.9773
12462	64	64	64	60.5000	0.9953	0.9937
12463	64	64	64	60.5000	0.9953	0.9937
12464	64	64	64	59.5000	0.9789	0.9773
12465	64	64	64	60.5000	0.9953	0.9937
12466	64	64	64	60.5000	0.9953	0.9937
12467	64	64	64	59.5000	0.9789	0.9773
12468	64	64	64	60.5000	0.9953	0.9937
12469	64	64	64	60.5000	0.9953	0.9937
12470	64	64	64	60.5000	0.9953	0.9937
12471	64	64	64	60.5000	0.9953	0.9937
12472	64	64	64	60.5000	0.9953	0.9937
12473	64	64	64	60.5000	0.9953	0.9937
12474	64	64	64	60.5000	0.9953	0.9937
12475	64	64	64	60.5000	0.9953	0.9937
12476	64	64	64	60.5000	0.9953	0.9937
12477	64	64	64	60.5000	0.9953	0.9937
12478	64	64	64	60.5000	0.9953	0.9937
12479	64	64	64	60.5000	0.9953	0.9937
12480	64	64	64	60.5000	0.9953	0.9937
12481	64	64	64	59.5000	0.9789	0.9773
12482	64	64	64	60.5000	0.9953	0.9937
12483	64	64	64	60.5000	0.9953	0.9937
12484	64	64	64	60.5000	0.9953	0.9937
12485	64	64	64	59.5000	0.9789	0.9773
12486	64	64	64	59.5000	0.9789	0.9773
12487	64	64	64	60.5000	0.9953	0.9937
12488	64	64	64	60.5000	0.9953	0.9937
12489	64	64	64	60.5000	0.9953	0.9937
12490	64	64	64	60.5000	0.9953	0.9937
12491	64	64	64	60.5000	0.9953	0.9937
12492	64	64	64	59.5000	0.9789	0.9773
12493	64	64	64	60.5000	0.9953	0.9937
12494	64	64	64	60.5000	0.9953	0.9937
12495	64	64	64	60.5000	0.9953	0.9937
12496	64	64	64	60.5000	0.9953	0.9937
12497	64	64	64	60.5000	0.9953	0.9937
12498	64	64	64	60.5000	0.9953	0.9937
12499	64	64	64	60.5000	0.9953	0.9937
12500	64	64	64	60.5000	0.9953	0.9937
12501	64	64	64	59.5000	0.9789	0.9773
12502	64	64	64	60.5000	0.9953	0.9937
12503	64	64	64	59.5000	0.9789	0.9773
12504	64	64	64	60.5000	0.9953	0.9937
12505	64	64	64	60.5000	0.9953	0.9937
12506	64	64	64	60.5000	0.9953	0.9937
12507	64	64	64	60.5000	0.9953	0.9937
12508	64	64	64	60.5000	0.9953	0.9937
12509	64	64	64	60.5000	0.9953	0.9937
12510	64	64	64	60.5000	0.9953	0.9937
12511	64	64	64	60.5000	0.9953	0.9937
12512	64	64	64	60.5000	0.9953	0.9937
12513	64	64	64	60.5000	0.9953	0.9937
12514	64	64	64	60.5000	0.9953	0.9937
12515	64	64	64	60.5000	0.9953	0.9937
12516	64	64	64	60.5000	0.9953	0.9937
12517	64	64	64	60.5000	0.9953	0.9937
12518	64	64	64	59.5000	0.9789	0.9773
12519	64	64	64	60.5000	0.9953	0.9937
12520	64	64	64	60.5000	0.9953	0.9937
12521	64	64	64	59.5000	0.9789	0.9773
12522	64	64	64	60.5000	0.9953	0.9937
12523	64	64	64	60.5000	0.9953	0.9937
12524	64	64	64	60.5000	0.9953	0.9937
12525	64	64	64	60.5000	0.9953	0.9937
12526	64	64	64	60.5000	0.9953	0.9937
12527	64	64	64	59.5000	0.9789	0.9773
12528	64	64	64	60.5000	0.9953	0.9937
12529	64	64	64	60.5000	0.9953	0.9937
12530	64	64	64	60.5000	0.9953	0.9937
12531	64	64	64	60.5000	0.9953	0.9937
12532	64	64	64	60.5000	0.9953	0.9937
12533	64	64	64	60.5000	0.9953	0.9937
12534	64	64	64	60.5000	0.9953	0.9937
12535	64	64	64	59.5000	0.9789	0.9773
12536	64	64	64	59.5000	0.9789	0.9773
12537	64	64	64	58.5000	0.9624	0.9609
12538	64	64	64	60.5000	0.9953	0.9937
12539	64	64	64	60.5000	0.9953	0.9937
12540	64	64	64	60.5000	0.9953	0.9937
12541	64	64	64	60.5000	0.9953	0.9937
12542	64	64	64	59.5000	0.9789	0.9773
12543	64	64	64	60.5000	0.9953	0.9937
12544	64	64	64	60.5000	0.9953	0.9937
12545	64	64	64	60.5000	0.9953	0.9937
12546	64	64	64	60.5000	0.9953	0.9937
12547	64	64	64	59.5000	0.9789	0.9773
12548	64	64	64	60.5000	0.9953	0.9937
12549	64	64	64	60.5000	0.9953	0.9937
12550	64	64	64	60.5000	0.9953	0.9937
12551	64	64	64	59.5000	0.9789	0.9773
12552	64	64	64	60.5000	0.9953	0.9937
12553	64	64	64	60.5000	0.9953	0.9937
12554	64	64	64	60.5000	0.9953	0.9937
12555	64	64	64	60.5000	0.9953	0.9937
12556	64	64	64	60.5000	0.9953	0.9937
12557	64	64	64	60.5000	0.9953	0.9937
12558	64	64	64	60.5000	0.9953	0.9937
12559	64	64	64	60.5000	0.9953	0.9937
12560	64	64	64	60.5000	0.9953	0.9937
12561	64	64	64	60.5000	0.9953	0.9937
12562	64	64	64	60.5000	0.9953	0.9937
12563	64	64	64	60.5000	0.9953	0.9937
12564	64	64	64	59.5000	0.9789	0.9773
12565	64	64	64	59.5000	0.9789	0.9773
12566	64	64	64	59.5000	0.9789	0.9773
12567	64	64	64	60.5000	0.9953	0.9937
12568	64	64	64	60.5000	0.9953	0.9937
12569	64	64	64	60.5000	0.9953	0.9937
12570	64	64	64	60.5000	0.9953	0.9937
12571	64	64	64	60.5000	0.9953	0.9937
12572	64	64	64	60.5000	0.9953	0.9937
12573	64	64	64	60.5000	0.9953	0.9937
12574	64	64	64	60.5000	0.9953	0.9937
12575	64	64	64	60.5000	0.9953	0.9937
12576	64	64	64	60.5000	0.9953	0.9937
12577	64	64	64	60.5000	0.9953	0.9937
12578	64	64	64	60.5000	0.9953	0.9937
12579	64	64	64	60.5000	0.9953	0.9937
12580	64	64	64	60.5000	0.9953	0.9937
12581	64	64	64	59.5000	0.9789	0.9773
12582	64	64	64	59.5000	0.9789	0.9773
12583	64	64	64	60.5000	0.9953	0.9937
12584	64	64	64	60.5000	0.9953	0.9937
12585	64	64	64	60.5000	0.9953	0.9937
12586	64	64	64	60.5000	0.9953	0.9937
12587	64	64	64	60.5000	0.9953	0.9937
12588	64	64	64	59.5000	0.9789	0.9773
12589	64	64	64	60.5000	0.9953	0.9937
12590	64	64	64	59.5000	0.9789	0.9773
12591	64	64	64	60.5000	0.9953	0.9937
12592	64	64	64	60.5000	0.9953	0.9937
12593	64	64	64	59.5000	0.9789	0.9773
12594	64	64	64	60.5000	0.9953	0.9937
12595	64	64	64	60.5000	0.9953	0.9937
12596	64	64	64	60.5000	0.9953	0.9937
12597	64	64	64	60.5000	0.9953	0.9937
12598	64	64	64	60.5000	0.9953	0.9937
12599	64	64	64	60.5000	0.9953	0.9937
12600	64	64	64	60.5000	0.9953	0.9937
12601	64	64	64	59.5000	0.9789	0.9773
12602	64	64	64	60.5000	0.9953	0.9937
12603	64	64	64	60.5000	0.9953	0.9937
12604	64	64	64	59.5000	0.9789	0.9773
12605	64	64	64	59.5000	0.9789	0.9773
12606	64	64	64	59.5000	0.9789	0.9773
12607	64	64	64	58.5000	0.9624	0.9609
12608	64	64	64	60.5000	0.9953	0.9937
12609	64	64	64	60.5000	0.9953	0.9937
12610	64	64	64	59.5000	0.9789	0.9773
12611	64	64	64	60.5000	0.9953	0.9937
12612	64	64	64	59.5000	0.9789	0.9773
12613	64	64	64	60.5000	0.9953	0.9937
12614	64	64	64	60.5000	0.9953	0.9937
12615	64	64	64	60.5000	0.9953	0.9937
12616	64	64	64	60.5000	0.9953	0.9937
12617	64	64	64	60.5000	0.9953	0.9937
12618	64	64	64	60.5000	0.9953	0.9937
12619	64	64	64	59.5000	0.9789	0.9773
12620	64	64	64	60.5000	0.9953	0.9937
12621	64	64	64	60.5000	0.9953	0.9937
12622	64	64	64	60.5000	0.9953	0.9937
12623	64	64	64	59.5000	0.9789	0.9773
12624	64	64	64	60.5000	0.9953	0.9937
12625	64	64	64	60.5000	0.9953	0.9937
12626	64	64	64	58.5000	0.9624	0.9609
12627	64	64	64	60.5000	0.9953	0.9937
12628	64	64	64	60.5000	0.9953	0.9937
12629	64	64	64	60.5000	0.9953	0.9937
12630	64	64	64	60.5000	0.9953	0.9937
12631	64	64	64	60.5000	0.9953	0.9937
12632	64	64	64	60.5000	0.9953	0.9937
12633	64	64	64	60.5000	0.9953	0.9937
12634	64	64	64	60.5000	0.9953	0.9937
12635	64	64	64	59.5000	0.9789	0.9773
12636	64	64	64	60.5000	0.9953	0.9937
12637	64	64	64	60.5000	0.9953	0.9937
12638	64	64	64	60.5000	0.9953	0.9937
12639	64	64	64	60.5000	0.9953	0.9937
12640	64	64	64	60.5000	0.9953	0.9937
12641	64	64	64	60.5000	0.9953	0.9937
12642	64	64	64	60.5000	0.9953	0.9937
12643	64	64	64	59.5000	0.9789	0.9773
12644	64	64	64	60.5000	0.9953	0.9937
12645	64	64	64	60.5000	0.9953	0.9937
12646	64	64	64	60.5000	0.9953	0.9937
12647	64	64	64	59.5000	0.9789	0.9773
12648	64	64	64	60.5000	0.9953	0.9937
12649	64	64	64	60.5000	0.9953	0.9937
12650	64	64	64	59.5000	0.9789	0.9773
12651	64	64	64	60.5000	0.9953	0.9937
12652	64	64	64	60.5000	0.9953	0.9937
12653	64	64	64	60.5000	0.9953	0.9937
12654	64	64	64	59.5000	0.9789	0.9773
12655	64	64	64	59.5000	0.9789	0.9773
12656	64	64	64	60.5000	0.9953	0.9937
12657	64	64	64	60.5000	0.9953	0.9937
12658	64	64	64	60.5000	0.9953	0.9937
12659	64	64	64	60.5000	0.9953	0.9937
12660	64	64	64	60.5000	0.9953	0.9937
12661	64	64	64	59.5000	0.9789	0.9773
12662	64	64	64	60.5000	0.9953	0.9937
12663	64	64	64	60.5000	0.9953	0.9937
12664	64	64	64	60.5000	0.9953	0.9937
12665	64	64	64	60.5000	0.9953	0.9937
12666	64	64	64	60.5000	0.9953	0.9937
12667	64	64	64	60.5000	0.9953	0.9937
12668	64	64	64	59.5000	0.9789	0.9773
12669	64	64	64	58.5000	0.9624	0.9609
12670	64	64	64	60.5000	0.9953	0.9937
12671	64	64	64	60.5000	0.9953	0.9937
12672	64	64	64	59.5000	0.9789	0.9773
12673	64	64	64	60.5000	0.9953	0.9937
12674	64	64	64	60.5000	0.9953	0.9937
12675	64	64	64	59.5000	0.9789	0.9773
12676	64	64	64	59.5000	0.9789	0.9773
12677	64	64	64	60.5000	0.9953	0.9937
12678	64	64	64	60.5000	0.9953	0.9937
12679	64	64	64	60.5000	0.9953	0.9937
12680	64	64	64	60.5000	0.9953	0.9937
12681	64	64	64	60.5000	0.9953	0.9937
12682	64	64	64	60.5000	0.9953	0.9937
12683	64	64	64	60.5000	0.9953	0.9937
12684	64	64	64	60.5000	0.9953	0.9937
12685	64	64	64	59.5000	0.9789	0.9773
12686	64	64	64	60.5000	0.9953	0.9937
12687	64	64	64	60.5000	0.9953	0.9937
12688	64	64	64	60.5000	0.9953	0.9937
12689	64	64	64	60.5000	0.9953	0.9937
12690	64	64	64	60.5000	0.9953	0.9937
12691	64	64	64	60.5000	0.9953	0.9937
12692	64	64	64	60.5000	0.9953	0.9937
12693	64	64	64	60.5000	0.9953	0.9937
12694	64	64	64	60.5000	0.9953	0.9937
12695	64	64	64	60.5000	0.9953	0.9937
12696	64	64	64	60.5000	0.9953	0.9937
12697	64	64	64	60.5000	0.9953	0.9937
12698	64	64	64	60.5000	0.9953	0.9937
12699	64	64	64	60.5000	0.9953	0.9937
12700	64	64	64	60.5000	0.9953	0.9937
12701	64	64	64	60.5000	0.9953	0.9937
12702	64	64	64	60.5000	0.9953	0.9937
12703	64	64	64	60.5000	0.9953	0.9937
12704	64	64	64	60.5000	0.9953	0.9937
12705	64	64	64	60.5000	0.9953	0.9937
12706	64	64	64	59.5000	0.9789	0.9773
12707	64	64	64	60.5000	0.9953	0.9937
12708	64	64	64	60.5000	0.9953	0.9937
12709	64	64	64	60.5000	0.9953	0.9937
12710	64	64	64	60.5000	0.9953	0.9937
12711	64	64	64	60.5000	0.9953	0.9937
12712	64	64	64	60.5000	0.9953	0.9937
12713	64	64	64	59.5000	0.9789	0.9773
12714	64	64	64	60.5000	0.9953	0.9937
12715	64	64	64	60.5000	0.9953	0.9937
12716	64	64	64	60.5000	0.9953	0.9937
12717	64	64	64	60.5000	0.9953	0.9937
12718	64	64	64	60.5000	0.9953	0.9937
12719	64	64	64	60.5000	0.9953	0.9937
12720	64	64	64	59.5000	0.9789	0.9773
12721	64	64	64	60.5000	0.9953	0.9937
12722	64	64	64	60.5000	0.9953	0.9937
12723	64	64	64	60.5000	0.9953	0.9937
12724	64	64	64	60.5000	0.9953	0.9937
12725	64	64	64	60.5000	0.9953	0.9937
12726	64	64	64	60.5000	0.9953	0.9937
12727	64	64	64	60.5000	0.9953	0.9937
12728	64	64	64	60.5000	0.9953	0.9937
12729	64	64	64	60.5000	0.9953	0.9937
12730	64	64	64	60.5000	0.9953	0.9937
12731	64	64	64	60.5000	0.9953	0.9937
12732	64	64	64	60.5000	0.9953	0.9937
12733	64	64	64	60.5000	0.9953	0.9937
12734	64	64	64	60.5000	0.9953	0.9937
12735	64	64	64	60.5000	0.9953	0.9937
12736	64	64	64	60.5000	0.9953	0.9937
12737	64	64	64	60.5000	0.9953	0.9937
12738	64	64	64	60.5000	0.9953	0.9937
12739	64	64	64	60.5000	0.9953	0.9937
12740	64	64	64	60.5000	0.9953	0.9937
12741	64	64	64	60.5000	0.9953	0.9937
12742	64	64	64	60.5000	0.9953	0.9937
12743	64	64	64	59.5000	0.9789	0.9773
12744	64	64	64	60.5000	0.9953	0.9937
12745	64	64	64	60.5000	0.9953	0.9937
12746	64	64	64	60.5000	0.9953	0.9937
12747	64	64	64	60.5000	0.9953	0.9937
12748	64	64	64	59.5000	0.9789	0.9773
12749	64	64	64	60.5000	0.9953	0.9937
12750	64	64	64	59.5000	0.9789	0.9773
12751	64	64	64	60.5000	0.9953	0.9937
12752	64	64	64	60.5000	0.9953	0.9937
12753	64	64	64	59.5000	0.9789	0.9773
12754	64	64	64	60.5000	0.9953	0.9937
12755	64	64	64	59.5000	0.9789	0.9773
12756	64	64	64	59.5000	0.9789	0.9773
12757	64	64	64	60.5000	0.9953	0.9937
12758	64	64	64	60.5000	0.9953	0.9937
12759	64	64	64	59.5000	0.9789	0.9773
12760	64	64	64	58.5000	0.9624	0.9609
12761	64	64	64	60.5000	0.9953	0.9937
12762	64	64	64	60.5000	0.9953	0.9937
12763	64	64	64	60.5000	0.9953	0.9937
12764	64	64	64	60.5000	0.9953	0.9937
12765	64	64	64	60.5000	0.9953	0.9937
12766	64	64	64	60.5000	0.9953	0.9937
12767	64	64	64	60.5000	0.9953	0.9937
12768	64	64	64	59.5000	0.9789	0.9773
12769	64	64	64	60.5000	0.9953	0.9937
12770	64	64	64	60.5000	0.9953	0.9937
12771	64	64	64	60.5000	0.9953	0.9937
12772	64	64	64	60.5000	0.9953	0.9937
12773	64	64	64	60.5000	0.9953	0.9937
12774	64	64	64	59.5000	0.9789	0.9773
12775	64	64	64	60.5000	0.9953	0.9937
12776	64	64	64	60.5000	0.9953	0.9937
12777	64	64	64	60.5000	0.9953	0.9937
12778	64	64	64	60.5000	0.9953	0.9937
12779	64	64	64	60.5000	0.9953	0.9937
12780	64	64	64	60.5000	0.9953	0.9937
12781	64	64	64	60.5000	0.9953	0.9937
12782	64	64	64	60.5000	0.9953	0.9937
12783	64	64	64	60.5000	0.9953	0.9937
12784	64	64	64	60.5000	0.9953	0.9937
12785	64	64	64	60.5000	0.9953	0.9937
12786	64	64	64	59.5000	0.9789	0.9773
12787	64	64	64	60.5000	0.9953	0.9937
12788	64	64	64	60.5000	0.9953	0.9937
12789	64	64	64	59.5000	0.9789	0.9773
12790	64	64	64	60.5000	0.9953	0.9937
12791	64	64	64	60.5000	0.9953	0.9937
12792	64	64	64	60.5000	0.9953	0.9937
12793	64	64	64	60.5000	0.9953	0.9937
12794	64	64	64	60.5000	0.9953	0.9937
12795	64	64	64	60.5000	0.9953	0.9937
12796	64	64	64	60.5000	0.9953	0.9937
12797	64	64	64	60.5000	0.9953	0.9937
12798	64	64	64	60.5000	0.9953	0.9937
12799	64	64	64	60.5000	0.9953	0.9937
12800	64	64	64	60.5000	0.9953	0.9937
12801	64	64	64	60.5000	0.9953	0.9937
12802	64	64	64	60.5000	0.9953	0.9937
12803	64	64	64	60.5000	0.9953	0.9937
12804	64	64	64	60.5000	0.9953	0.9937
12805	64	64	64	60.5000	0.9953	0.9937
12806	64	64	64	60.5000	0.9953	0.9937
12807	64	64	64	60.5000	0.9953	0.9937
12808	64	64	64	60.5000	0.9953	0.9937
12809	64	64	64	60.5000	0.9953	0.9937
12810	64	64	64	60.5000	0.9953	0.9937
12811	64	64	64	60.5000	0.9953	0.9937
12812	64	64	64	60.5000	0.9953	0.9937
12813	64	64	64	60.5000	0.9953	0.9937
12814	64	64	64	60.5000	0.9953	0.9937
12815	64	64	64	59.5000	0.9789	0.9773
12816	64	64	64	60.5000	0.9953	0.9937
12817	64	64	64	60.5000	0.9953	0.9937
12818	64	64	64	60.5000	0.9953	0.9937
12819	64	64	64	60.5000	0.9953	0.9937
12820	64	64	64	60.5000	0.9953	0.9937
12821	64	64	64	60.5000	0.9953	0.9937
12822	64	64	64	60.5000	0.9953	0.9937
12823	64	64	64	60.5000	0.9953	0.9937
12824	64	64	64	60.5000	0.9953	0.9937
12825	64	64	64	60.5000	0.9953	0.9937
12826	64	64	64	60.5000	0.9953	0.9937
12827	64	64	64	60.5000	0.9953	0.9937
