Tree	Tree_taxa	RefTree_taxa	Common_taxa	MatchingCluster	MatchingCluster_toYuleAvg	MatchingCluster_toUnifAvg
93005	64	64	64	532.0000	1.0695	0.7428
93006	64	64	64	553.0000	1.1117	0.7721
93007	64	64	64	532.0000	1.0695	0.7428
93008	64	64	64	540.0000	1.0856	0.7540
93009	64	64	64	557.0000	1.1197	0.7777
93010	64	64	64	511.0000	1.0273	0.7135
93011	64	64	64	562.0000	1.1298	0.7847
93012	64	64	64	538.0000	1.0816	0.7512
93013	64	64	64	561.0000	1.1278	0.7833
93014	64	64	64	606.0000	1.2183	0.8461
93015	64	64	64	538.0000	1.0816	0.7512
93016	64	64	64	529.0000	1.0635	0.7386
93017	64	64	64	554.0000	1.1137	0.7735
93018	64	64	64	507.0000	1.0192	0.7079
93019	64	64	64	588.0000	1.1821	0.8210
93020	64	64	64	568.0000	1.1419	0.7931
93021	64	64	64	575.0000	1.1559	0.8029
93022	64	64	64	519.0000	1.0434	0.7247
93023	64	64	64	538.0000	1.0816	0.7512
93024	64	64	64	523.0000	1.0514	0.7303
93025	64	64	64	557.0000	1.1197	0.7777
93026	64	64	64	566.0000	1.1378	0.7903
93027	64	64	64	541.0000	1.0876	0.7554
93028	64	64	64	526.0000	1.0574	0.7344
93029	64	64	64	482.0000	0.9690	0.6730
93030	64	64	64	551.0000	1.1077	0.7693
93031	64	64	64	547.0000	1.0996	0.7638
93032	64	64	64	536.0000	1.0775	0.7484
93033	64	64	64	508.0000	1.0212	0.7093
93034	64	64	64	483.0000	0.9710	0.6744
93035	64	64	64	505.0000	1.0152	0.7051
93036	64	64	64	562.0000	1.1298	0.7847
93037	64	64	64	517.0000	1.0393	0.7219
93038	64	64	64	500.0000	1.0052	0.6981
93039	64	64	64	528.0000	1.0614	0.7372
93040	64	64	64	571.0000	1.1479	0.7973
93041	64	64	64	534.0000	1.0735	0.7456
93042	64	64	64	546.0000	1.0976	0.7624
93043	64	64	64	536.0000	1.0775	0.7484
93044	64	64	64	489.0000	0.9830	0.6828
93045	64	64	64	527.0000	1.0594	0.7358
93046	64	64	64	514.0000	1.0333	0.7177
93047	64	64	64	584.0000	1.1740	0.8154
93048	64	64	64	556.0000	1.1177	0.7763
93049	64	64	64	542.0000	1.0896	0.7568
93050	64	64	64	560.0000	1.1258	0.7819
93051	64	64	64	574.0000	1.1539	0.8015
93052	64	64	64	574.0000	1.1539	0.8015
93053	64	64	64	511.0000	1.0273	0.7135
93054	64	64	64	526.0000	1.0574	0.7344
93055	64	64	64	529.0000	1.0635	0.7386
93056	64	64	64	574.0000	1.1539	0.8015
93057	64	64	64	498.0000	1.0011	0.6953
93058	64	64	64	575.0000	1.1559	0.8029
93059	64	64	64	592.0000	1.1901	0.8266
93060	64	64	64	526.0000	1.0574	0.7344
93061	64	64	64	561.0000	1.1278	0.7833
93062	64	64	64	558.0000	1.1218	0.7791
93063	64	64	64	538.0000	1.0816	0.7512
93064	64	64	64	553.0000	1.1117	0.7721
93065	64	64	64	551.0000	1.1077	0.7693
93066	64	64	64	509.0000	1.0233	0.7107
93067	64	64	64	514.0000	1.0333	0.7177
93068	64	64	64	540.0000	1.0856	0.7540
93069	64	64	64	545.0000	1.0956	0.7610
93070	64	64	64	498.0000	1.0011	0.6953
93071	64	64	64	546.0000	1.0976	0.7624
93072	64	64	64	546.0000	1.0976	0.7624
93073	64	64	64	541.0000	1.0876	0.7554
93074	64	64	64	596.0000	1.1982	0.8322
93075	64	64	64	547.0000	1.0996	0.7638
93076	64	64	64	509.0000	1.0233	0.7107
93077	64	64	64	526.0000	1.0574	0.7344
93078	64	64	64	543.0000	1.0916	0.7582
93079	64	64	64	531.0000	1.0675	0.7414
93080	64	64	64	548.0000	1.1017	0.7652
93081	64	64	64	557.0000	1.1197	0.7777
93082	64	64	64	577.0000	1.1600	0.8057
93083	64	64	64	574.0000	1.1539	0.8015
93084	64	64	64	547.0000	1.0996	0.7638
93085	64	64	64	538.0000	1.0816	0.7512
93086	64	64	64	553.0000	1.1117	0.7721
93087	64	64	64	516.0000	1.0373	0.7205
93088	64	64	64	532.0000	1.0695	0.7428
93089	64	64	64	561.0000	1.1278	0.7833
93090	64	64	64	552.0000	1.1097	0.7707
93091	64	64	64	555.0000	1.1157	0.7749
93092	64	64	64	491.0000	0.9871	0.6856
93093	64	64	64	543.0000	1.0916	0.7582
93094	64	64	64	563.0000	1.1318	0.7861
93095	64	64	64	574.0000	1.1539	0.8015
93096	64	64	64	506.0000	1.0172	0.7065
93097	64	64	64	552.0000	1.1097	0.7707
93098	64	64	64	581.0000	1.1680	0.8112
93099	64	64	64	524.0000	1.0534	0.7316
93100	64	64	64	560.0000	1.1258	0.7819
93101	64	64	64	525.0000	1.0554	0.7330
93102	64	64	64	559.0000	1.1238	0.7805
93103	64	64	64	546.0000	1.0976	0.7624
93104	64	64	64	546.0000	1.0976	0.7624
93105	64	64	64	530.0000	1.0655	0.7400
93106	64	64	64	561.0000	1.1278	0.7833
93107	64	64	64	522.0000	1.0494	0.7289
93108	64	64	64	514.0000	1.0333	0.7177
93109	64	64	64	595.0000	1.1961	0.8308
93110	64	64	64	557.0000	1.1197	0.7777
93111	64	64	64	568.0000	1.1419	0.7931
93112	64	64	64	561.0000	1.1278	0.7833
93113	64	64	64	556.0000	1.1177	0.7763
93114	64	64	64	569.0000	1.1439	0.7945
93115	64	64	64	572.0000	1.1499	0.7987
93116	64	64	64	554.0000	1.1137	0.7735
93117	64	64	64	566.0000	1.1378	0.7903
93118	64	64	64	554.0000	1.1137	0.7735
93119	64	64	64	534.0000	1.0735	0.7456
93120	64	64	64	555.0000	1.1157	0.7749
93121	64	64	64	548.0000	1.1017	0.7652
93122	64	64	64	560.0000	1.1258	0.7819
93123	64	64	64	527.0000	1.0594	0.7358
93124	64	64	64	530.0000	1.0655	0.7400
93125	64	64	64	558.0000	1.1218	0.7791
93126	64	64	64	502.0000	1.0092	0.7009
93127	64	64	64	562.0000	1.1298	0.7847
93128	64	64	64	499.0000	1.0032	0.6967
93129	64	64	64	485.0000	0.9750	0.6772
93130	64	64	64	539.0000	1.0836	0.7526
93131	64	64	64	552.0000	1.1097	0.7707
93132	64	64	64	529.0000	1.0635	0.7386
93133	64	64	64	537.0000	1.0795	0.7498
93134	64	64	64	582.0000	1.1700	0.8126
93135	64	64	64	536.0000	1.0775	0.7484
93136	64	64	64	515.0000	1.0353	0.7191
93137	64	64	64	575.0000	1.1559	0.8029
93138	64	64	64	589.0000	1.1841	0.8224
93139	64	64	64	528.0000	1.0614	0.7372
93140	64	64	64	529.0000	1.0635	0.7386
93141	64	64	64	566.0000	1.1378	0.7903
93142	64	64	64	567.0000	1.1399	0.7917
93143	64	64	64	546.0000	1.0976	0.7624
93144	64	64	64	496.0000	0.9971	0.6926
93145	64	64	64	555.0000	1.1157	0.7749
93146	64	64	64	526.0000	1.0574	0.7344
93147	64	64	64	565.0000	1.1358	0.7889
93148	64	64	64	556.0000	1.1177	0.7763
93149	64	64	64	577.0000	1.1600	0.8057
93150	64	64	64	545.0000	1.0956	0.7610
93151	64	64	64	564.0000	1.1338	0.7875
93152	64	64	64	557.0000	1.1197	0.7777
93153	64	64	64	554.0000	1.1137	0.7735
93154	64	64	64	508.0000	1.0212	0.7093
93155	64	64	64	550.0000	1.1057	0.7680
93156	64	64	64	557.0000	1.1197	0.7777
93157	64	64	64	540.0000	1.0856	0.7540
93158	64	64	64	551.0000	1.1077	0.7693
93159	64	64	64	558.0000	1.1218	0.7791
93160	64	64	64	530.0000	1.0655	0.7400
93161	64	64	64	577.0000	1.1600	0.8057
93162	64	64	64	546.0000	1.0976	0.7624
93163	64	64	64	592.0000	1.1901	0.8266
93164	64	64	64	517.0000	1.0393	0.7219
93165	64	64	64	544.0000	1.0936	0.7596
93166	64	64	64	547.0000	1.0996	0.7638
93167	64	64	64	564.0000	1.1338	0.7875
93168	64	64	64	532.0000	1.0695	0.7428
93169	64	64	64	528.0000	1.0614	0.7372
93170	64	64	64	559.0000	1.1238	0.7805
93171	64	64	64	545.0000	1.0956	0.7610
93172	64	64	64	549.0000	1.1037	0.7666
93173	64	64	64	546.0000	1.0976	0.7624
93174	64	64	64	566.0000	1.1378	0.7903
93175	64	64	64	514.0000	1.0333	0.7177
93176	64	64	64	537.0000	1.0795	0.7498
93177	64	64	64	530.0000	1.0655	0.7400
93178	64	64	64	572.0000	1.1499	0.7987
93179	64	64	64	530.0000	1.0655	0.7400
93180	64	64	64	515.0000	1.0353	0.7191
93181	64	64	64	544.0000	1.0936	0.7596
93182	64	64	64	491.0000	0.9871	0.6856
93183	64	64	64	515.0000	1.0353	0.7191
93184	64	64	64	500.0000	1.0052	0.6981
93185	64	64	64	544.0000	1.0936	0.7596
93186	64	64	64	519.0000	1.0434	0.7247
93187	64	64	64	523.0000	1.0514	0.7303
93188	64	64	64	529.0000	1.0635	0.7386
93189	64	64	64	559.0000	1.1238	0.7805
93190	64	64	64	574.0000	1.1539	0.8015
93191	64	64	64	565.0000	1.1358	0.7889
93192	64	64	64	524.0000	1.0534	0.7316
93193	64	64	64	486.0000	0.9770	0.6786
93194	64	64	64	551.0000	1.1077	0.7693
93195	64	64	64	530.0000	1.0655	0.7400
93196	64	64	64	553.0000	1.1117	0.7721
93197	64	64	64	581.0000	1.1680	0.8112
93198	64	64	64	519.0000	1.0434	0.7247
93199	64	64	64	546.0000	1.0976	0.7624
93200	64	64	64	544.0000	1.0936	0.7596
93201	64	64	64	534.0000	1.0735	0.7456
93202	64	64	64	571.0000	1.1479	0.7973
93203	64	64	64	563.0000	1.1318	0.7861
93204	64	64	64	495.0000	0.9951	0.6912
93205	64	64	64	522.0000	1.0494	0.7289
93206	64	64	64	541.0000	1.0876	0.7554
93207	64	64	64	530.0000	1.0655	0.7400
93208	64	64	64	570.0000	1.1459	0.7959
93209	64	64	64	529.0000	1.0635	0.7386
93210	64	64	64	580.0000	1.1660	0.8098
93211	64	64	64	559.0000	1.1238	0.7805
93212	64	64	64	569.0000	1.1439	0.7945
93213	64	64	64	513.0000	1.0313	0.7163
93214	64	64	64	553.0000	1.1117	0.7721
93215	64	64	64	516.0000	1.0373	0.7205
93216	64	64	64	531.0000	1.0675	0.7414
93217	64	64	64	571.0000	1.1479	0.7973
93218	64	64	64	533.0000	1.0715	0.7442
93219	64	64	64	524.0000	1.0534	0.7316
93220	64	64	64	546.0000	1.0976	0.7624
93221	64	64	64	546.0000	1.0976	0.7624
93222	64	64	64	555.0000	1.1157	0.7749
93223	64	64	64	562.0000	1.1298	0.7847
93224	64	64	64	547.0000	1.0996	0.7638
93225	64	64	64	510.0000	1.0253	0.7121
93226	64	64	64	556.0000	1.1177	0.7763
93227	64	64	64	510.0000	1.0253	0.7121
93228	64	64	64	530.0000	1.0655	0.7400
93229	64	64	64	556.0000	1.1177	0.7763
93230	64	64	64	554.0000	1.1137	0.7735
93231	64	64	64	552.0000	1.1097	0.7707
93232	64	64	64	562.0000	1.1298	0.7847
93233	64	64	64	555.0000	1.1157	0.7749
93234	64	64	64	527.0000	1.0594	0.7358
93235	64	64	64	549.0000	1.1037	0.7666
93236	64	64	64	572.0000	1.1499	0.7987
93237	64	64	64	560.0000	1.1258	0.7819
93238	64	64	64	514.0000	1.0333	0.7177
93239	64	64	64	528.0000	1.0614	0.7372
93240	64	64	64	498.0000	1.0011	0.6953
93241	64	64	64	507.0000	1.0192	0.7079
93242	64	64	64	467.0000	0.9388	0.6521
93243	64	64	64	577.0000	1.1600	0.8057
93244	64	64	64	567.0000	1.1399	0.7917
93245	64	64	64	553.0000	1.1117	0.7721
93246	64	64	64	478.0000	0.9609	0.6674
93247	64	64	64	534.0000	1.0735	0.7456
93248	64	64	64	561.0000	1.1278	0.7833
93249	64	64	64	597.0000	1.2002	0.8336
93250	64	64	64	552.0000	1.1097	0.7707
93251	64	64	64	558.0000	1.1218	0.7791
93252	64	64	64	527.0000	1.0594	0.7358
93253	64	64	64	521.0000	1.0474	0.7275
93254	64	64	64	513.0000	1.0313	0.7163
93255	64	64	64	535.0000	1.0755	0.7470
93256	64	64	64	544.0000	1.0936	0.7596
93257	64	64	64	512.0000	1.0293	0.7149
93258	64	64	64	550.0000	1.1057	0.7680
93259	64	64	64	536.0000	1.0775	0.7484
93260	64	64	64	545.0000	1.0956	0.7610
93261	64	64	64	530.0000	1.0655	0.7400
93262	64	64	64	570.0000	1.1459	0.7959
93263	64	64	64	537.0000	1.0795	0.7498
93264	64	64	64	536.0000	1.0775	0.7484
93265	64	64	64	552.0000	1.1097	0.7707
93266	64	64	64	567.0000	1.1399	0.7917
93267	64	64	64	521.0000	1.0474	0.7275
93268	64	64	64	555.0000	1.1157	0.7749
93269	64	64	64	566.0000	1.1378	0.7903
93270	64	64	64	507.0000	1.0192	0.7079
93271	64	64	64	557.0000	1.1197	0.7777
93272	64	64	64	566.0000	1.1378	0.7903
93273	64	64	64	561.0000	1.1278	0.7833
93274	64	64	64	539.0000	1.0836	0.7526
93275	64	64	64	548.0000	1.1017	0.7652
93276	64	64	64	548.0000	1.1017	0.7652
93277	64	64	64	554.0000	1.1137	0.7735
93278	64	64	64	543.0000	1.0916	0.7582
93279	64	64	64	539.0000	1.0836	0.7526
93280	64	64	64	557.0000	1.1197	0.7777
93281	64	64	64	543.0000	1.0916	0.7582
93282	64	64	64	533.0000	1.0715	0.7442
93283	64	64	64	559.0000	1.1238	0.7805
93284	64	64	64	555.0000	1.1157	0.7749
93285	64	64	64	518.0000	1.0413	0.7233
93286	64	64	64	495.0000	0.9951	0.6912
93287	64	64	64	549.0000	1.1037	0.7666
93288	64	64	64	522.0000	1.0494	0.7289
93289	64	64	64	535.0000	1.0755	0.7470
93290	64	64	64	549.0000	1.1037	0.7666
93291	64	64	64	517.0000	1.0393	0.7219
93292	64	64	64	561.0000	1.1278	0.7833
93293	64	64	64	544.0000	1.0936	0.7596
93294	64	64	64	548.0000	1.1017	0.7652
93295	64	64	64	540.0000	1.0856	0.7540
93296	64	64	64	499.0000	1.0032	0.6967
93297	64	64	64	532.0000	1.0695	0.7428
93298	64	64	64	517.0000	1.0393	0.7219
93299	64	64	64	570.0000	1.1459	0.7959
93300	64	64	64	559.0000	1.1238	0.7805
93301	64	64	64	525.0000	1.0554	0.7330
93302	64	64	64	531.0000	1.0675	0.7414
93303	64	64	64	568.0000	1.1419	0.7931
93304	64	64	64	576.0000	1.1579	0.8043
93305	64	64	64	575.0000	1.1559	0.8029
93306	64	64	64	537.0000	1.0795	0.7498
93307	64	64	64	532.0000	1.0695	0.7428
93308	64	64	64	562.0000	1.1298	0.7847
93309	64	64	64	562.0000	1.1298	0.7847
93310	64	64	64	547.0000	1.0996	0.7638
93311	64	64	64	532.0000	1.0695	0.7428
93312	64	64	64	539.0000	1.0836	0.7526
93313	64	64	64	517.0000	1.0393	0.7219
93314	64	64	64	525.0000	1.0554	0.7330
93315	64	64	64	520.0000	1.0454	0.7261
93316	64	64	64	510.0000	1.0253	0.7121
93317	64	64	64	527.0000	1.0594	0.7358
93318	64	64	64	519.0000	1.0434	0.7247
93319	64	64	64	552.0000	1.1097	0.7707
93320	64	64	64	509.0000	1.0233	0.7107
93321	64	64	64	567.0000	1.1399	0.7917
93322	64	64	64	512.0000	1.0293	0.7149
93323	64	64	64	580.0000	1.1660	0.8098
93324	64	64	64	559.0000	1.1238	0.7805
93325	64	64	64	569.0000	1.1439	0.7945
93326	64	64	64	522.0000	1.0494	0.7289
93327	64	64	64	567.0000	1.1399	0.7917
93328	64	64	64	560.0000	1.1258	0.7819
93329	64	64	64	537.0000	1.0795	0.7498
93330	64	64	64	524.0000	1.0534	0.7316
93331	64	64	64	543.0000	1.0916	0.7582
93332	64	64	64	540.0000	1.0856	0.7540
93333	64	64	64	530.0000	1.0655	0.7400
93334	64	64	64	589.0000	1.1841	0.8224
93335	64	64	64	541.0000	1.0876	0.7554
93336	64	64	64	535.0000	1.0755	0.7470
93337	64	64	64	534.0000	1.0735	0.7456
93338	64	64	64	528.0000	1.0614	0.7372
93339	64	64	64	551.0000	1.1077	0.7693
93340	64	64	64	543.0000	1.0916	0.7582
93341	64	64	64	575.0000	1.1559	0.8029
93342	64	64	64	550.0000	1.1057	0.7680
93343	64	64	64	512.0000	1.0293	0.7149
93344	64	64	64	508.0000	1.0212	0.7093
93345	64	64	64	521.0000	1.0474	0.7275
93346	64	64	64	570.0000	1.1459	0.7959
93347	64	64	64	511.0000	1.0273	0.7135
93348	64	64	64	540.0000	1.0856	0.7540
93349	64	64	64	534.0000	1.0735	0.7456
93350	64	64	64	549.0000	1.1037	0.7666
93351	64	64	64	562.0000	1.1298	0.7847
93352	64	64	64	510.0000	1.0253	0.7121
93353	64	64	64	595.0000	1.1961	0.8308
93354	64	64	64	548.0000	1.1017	0.7652
93355	64	64	64	517.0000	1.0393	0.7219
93356	64	64	64	562.0000	1.1298	0.7847
93357	64	64	64	513.0000	1.0313	0.7163
93358	64	64	64	549.0000	1.1037	0.7666
93359	64	64	64	522.0000	1.0494	0.7289
93360	64	64	64	527.0000	1.0594	0.7358
93361	64	64	64	535.0000	1.0755	0.7470
93362	64	64	64	545.0000	1.0956	0.7610
93363	64	64	64	550.0000	1.1057	0.7680
93364	64	64	64	578.0000	1.1620	0.8070
93365	64	64	64	506.0000	1.0172	0.7065
93366	64	64	64	531.0000	1.0675	0.7414
93367	64	64	64	554.0000	1.1137	0.7735
93368	64	64	64	509.0000	1.0233	0.7107
93369	64	64	64	514.0000	1.0333	0.7177
93370	64	64	64	579.0000	1.1640	0.8084
93371	64	64	64	552.0000	1.1097	0.7707
93372	64	64	64	557.0000	1.1197	0.7777
93373	64	64	64	517.0000	1.0393	0.7219
93374	64	64	64	519.0000	1.0434	0.7247
93375	64	64	64	563.0000	1.1318	0.7861
93376	64	64	64	503.0000	1.0112	0.7023
93377	64	64	64	505.0000	1.0152	0.7051
93378	64	64	64	498.0000	1.0011	0.6953
93379	64	64	64	532.0000	1.0695	0.7428
93380	64	64	64	544.0000	1.0936	0.7596
93381	64	64	64	557.0000	1.1197	0.7777
93382	64	64	64	565.0000	1.1358	0.7889
93383	64	64	64	534.0000	1.0735	0.7456
93384	64	64	64	550.0000	1.1057	0.7680
93385	64	64	64	511.0000	1.0273	0.7135
93386	64	64	64	543.0000	1.0916	0.7582
93387	64	64	64	551.0000	1.1077	0.7693
93388	64	64	64	562.0000	1.1298	0.7847
93389	64	64	64	507.0000	1.0192	0.7079
93390	64	64	64	549.0000	1.1037	0.7666
93391	64	64	64	557.0000	1.1197	0.7777
93392	64	64	64	522.0000	1.0494	0.7289
93393	64	64	64	523.0000	1.0514	0.7303
93394	64	64	64	605.0000	1.2162	0.8447
93395	64	64	64	584.0000	1.1740	0.8154
93396	64	64	64	529.0000	1.0635	0.7386
93397	64	64	64	576.0000	1.1579	0.8043
93398	64	64	64	573.0000	1.1519	0.8001
93399	64	64	64	549.0000	1.1037	0.7666
93400	64	64	64	539.0000	1.0836	0.7526
93401	64	64	64	568.0000	1.1419	0.7931
93402	64	64	64	498.0000	1.0011	0.6953
93403	64	64	64	533.0000	1.0715	0.7442
93404	64	64	64	534.0000	1.0735	0.7456
93405	64	64	64	529.0000	1.0635	0.7386
93406	64	64	64	542.0000	1.0896	0.7568
93407	64	64	64	582.0000	1.1700	0.8126
93408	64	64	64	562.0000	1.1298	0.7847
93409	64	64	64	563.0000	1.1318	0.7861
93410	64	64	64	555.0000	1.1157	0.7749
93411	64	64	64	541.0000	1.0876	0.7554
93412	64	64	64	527.0000	1.0594	0.7358
93413	64	64	64	548.0000	1.1017	0.7652
93414	64	64	64	522.0000	1.0494	0.7289
93415	64	64	64	581.0000	1.1680	0.8112
93416	64	64	64	526.0000	1.0574	0.7344
93417	64	64	64	538.0000	1.0816	0.7512
93418	64	64	64	537.0000	1.0795	0.7498
93419	64	64	64	502.0000	1.0092	0.7009
93420	64	64	64	545.0000	1.0956	0.7610
93421	64	64	64	517.0000	1.0393	0.7219
93422	64	64	64	552.0000	1.1097	0.7707
93423	64	64	64	559.0000	1.1238	0.7805
93424	64	64	64	541.0000	1.0876	0.7554
93425	64	64	64	513.0000	1.0313	0.7163
93426	64	64	64	516.0000	1.0373	0.7205
93427	64	64	64	566.0000	1.1378	0.7903
93428	64	64	64	547.0000	1.0996	0.7638
93429	64	64	64	472.0000	0.9489	0.6590
93430	64	64	64	555.0000	1.1157	0.7749
93431	64	64	64	536.0000	1.0775	0.7484
93432	64	64	64	535.0000	1.0755	0.7470
93433	64	64	64	561.0000	1.1278	0.7833
93434	64	64	64	543.0000	1.0916	0.7582
93435	64	64	64	504.0000	1.0132	0.7037
93436	64	64	64	507.0000	1.0192	0.7079
93437	64	64	64	510.0000	1.0253	0.7121
93438	64	64	64	538.0000	1.0816	0.7512
93439	64	64	64	561.0000	1.1278	0.7833
93440	64	64	64	531.0000	1.0675	0.7414
93441	64	64	64	553.0000	1.1117	0.7721
93442	64	64	64	551.0000	1.1077	0.7693
93443	64	64	64	552.0000	1.1097	0.7707
93444	64	64	64	528.0000	1.0614	0.7372
93445	64	64	64	532.0000	1.0695	0.7428
93446	64	64	64	525.0000	1.0554	0.7330
93447	64	64	64	563.0000	1.1318	0.7861
93448	64	64	64	547.0000	1.0996	0.7638
93449	64	64	64	566.0000	1.1378	0.7903
93450	64	64	64	557.0000	1.1197	0.7777
93451	64	64	64	531.0000	1.0675	0.7414
93452	64	64	64	491.0000	0.9871	0.6856
93453	64	64	64	581.0000	1.1680	0.8112
93454	64	64	64	559.0000	1.1238	0.7805
93455	64	64	64	543.0000	1.0916	0.7582
93456	64	64	64	535.0000	1.0755	0.7470
93457	64	64	64	536.0000	1.0775	0.7484
93458	64	64	64	508.0000	1.0212	0.7093
93459	64	64	64	540.0000	1.0856	0.7540
93460	64	64	64	554.0000	1.1137	0.7735
93461	64	64	64	524.0000	1.0534	0.7316
93462	64	64	64	524.0000	1.0534	0.7316
93463	64	64	64	564.0000	1.1338	0.7875
93464	64	64	64	536.0000	1.0775	0.7484
93465	64	64	64	538.0000	1.0816	0.7512
93466	64	64	64	502.0000	1.0092	0.7009
93467	64	64	64	564.0000	1.1338	0.7875
93468	64	64	64	550.0000	1.1057	0.7680
93469	64	64	64	557.0000	1.1197	0.7777
93470	64	64	64	566.0000	1.1378	0.7903
93471	64	64	64	569.0000	1.1439	0.7945
93472	64	64	64	554.0000	1.1137	0.7735
93473	64	64	64	567.0000	1.1399	0.7917
93474	64	64	64	532.0000	1.0695	0.7428
93475	64	64	64	520.0000	1.0454	0.7261
93476	64	64	64	585.0000	1.1760	0.8168
93477	64	64	64	543.0000	1.0916	0.7582
93478	64	64	64	556.0000	1.1177	0.7763
93479	64	64	64	566.0000	1.1378	0.7903
93480	64	64	64	544.0000	1.0936	0.7596
93481	64	64	64	510.0000	1.0253	0.7121
93482	64	64	64	563.0000	1.1318	0.7861
93483	64	64	64	594.0000	1.1941	0.8294
93484	64	64	64	561.0000	1.1278	0.7833
93485	64	64	64	551.0000	1.1077	0.7693
93486	64	64	64	541.0000	1.0876	0.7554
93487	64	64	64	569.0000	1.1439	0.7945
93488	64	64	64	509.0000	1.0233	0.7107
93489	64	64	64	552.0000	1.1097	0.7707
93490	64	64	64	547.0000	1.0996	0.7638
93491	64	64	64	557.0000	1.1197	0.7777
93492	64	64	64	539.0000	1.0836	0.7526
93493	64	64	64	587.0000	1.1801	0.8196
93494	64	64	64	570.0000	1.1459	0.7959
93495	64	64	64	570.0000	1.1459	0.7959
93496	64	64	64	521.0000	1.0474	0.7275
93497	64	64	64	549.0000	1.1037	0.7666
93498	64	64	64	544.0000	1.0936	0.7596
93499	64	64	64	553.0000	1.1117	0.7721
93500	64	64	64	526.0000	1.0574	0.7344
93501	64	64	64	528.0000	1.0614	0.7372
93502	64	64	64	558.0000	1.1218	0.7791
93503	64	64	64	527.0000	1.0594	0.7358
93504	64	64	64	513.0000	1.0313	0.7163
93505	64	64	64	547.0000	1.0996	0.7638
93506	64	64	64	553.0000	1.1117	0.7721
93507	64	64	64	551.0000	1.1077	0.7693
93508	64	64	64	551.0000	1.1077	0.7693
93509	64	64	64	505.0000	1.0152	0.7051
93510	64	64	64	548.0000	1.1017	0.7652
93511	64	64	64	544.0000	1.0936	0.7596
93512	64	64	64	480.0000	0.9650	0.6702
93513	64	64	64	593.0000	1.1921	0.8280
93514	64	64	64	498.0000	1.0011	0.6953
93515	64	64	64	544.0000	1.0936	0.7596
93516	64	64	64	552.0000	1.1097	0.7707
93517	64	64	64	584.0000	1.1740	0.8154
93518	64	64	64	555.0000	1.1157	0.7749
93519	64	64	64	513.0000	1.0313	0.7163
93520	64	64	64	552.0000	1.1097	0.7707
93521	64	64	64	574.0000	1.1539	0.8015
93522	64	64	64	581.0000	1.1680	0.8112
93523	64	64	64	561.0000	1.1278	0.7833
93524	64	64	64	555.0000	1.1157	0.7749
93525	64	64	64	587.0000	1.1801	0.8196
93526	64	64	64	516.0000	1.0373	0.7205
93527	64	64	64	567.0000	1.1399	0.7917
93528	64	64	64	566.0000	1.1378	0.7903
93529	64	64	64	547.0000	1.0996	0.7638
93530	64	64	64	512.0000	1.0293	0.7149
93531	64	64	64	550.0000	1.1057	0.7680
93532	64	64	64	553.0000	1.1117	0.7721
93533	64	64	64	503.0000	1.0112	0.7023
93534	64	64	64	567.0000	1.1399	0.7917
93535	64	64	64	553.0000	1.1117	0.7721
93536	64	64	64	500.0000	1.0052	0.6981
93537	64	64	64	580.0000	1.1660	0.8098
93538	64	64	64	518.0000	1.0413	0.7233
93539	64	64	64	565.0000	1.1358	0.7889
93540	64	64	64	548.0000	1.1017	0.7652
93541	64	64	64	548.0000	1.1017	0.7652
93542	64	64	64	565.0000	1.1358	0.7889
93543	64	64	64	530.0000	1.0655	0.7400
93544	64	64	64	552.0000	1.1097	0.7707
93545	64	64	64	551.0000	1.1077	0.7693
93546	64	64	64	537.0000	1.0795	0.7498
93547	64	64	64	543.0000	1.0916	0.7582
93548	64	64	64	502.0000	1.0092	0.7009
93549	64	64	64	529.0000	1.0635	0.7386
93550	64	64	64	523.0000	1.0514	0.7303
93551	64	64	64	511.0000	1.0273	0.7135
93552	64	64	64	542.0000	1.0896	0.7568
93553	64	64	64	573.0000	1.1519	0.8001
93554	64	64	64	563.0000	1.1318	0.7861
93555	64	64	64	507.0000	1.0192	0.7079
93556	64	64	64	560.0000	1.1258	0.7819
93557	64	64	64	504.0000	1.0132	0.7037
93558	64	64	64	552.0000	1.1097	0.7707
93559	64	64	64	554.0000	1.1137	0.7735
93560	64	64	64	582.0000	1.1700	0.8126
93561	64	64	64	545.0000	1.0956	0.7610
93562	64	64	64	575.0000	1.1559	0.8029
93563	64	64	64	508.0000	1.0212	0.7093
93564	64	64	64	592.0000	1.1901	0.8266
93565	64	64	64	530.0000	1.0655	0.7400
93566	64	64	64	555.0000	1.1157	0.7749
93567	64	64	64	551.0000	1.1077	0.7693
93568	64	64	64	488.0000	0.9810	0.6814
93569	64	64	64	549.0000	1.1037	0.7666
93570	64	64	64	523.0000	1.0514	0.7303
93571	64	64	64	508.0000	1.0212	0.7093
93572	64	64	64	521.0000	1.0474	0.7275
93573	64	64	64	583.0000	1.1720	0.8140
93574	64	64	64	541.0000	1.0876	0.7554
93575	64	64	64	566.0000	1.1378	0.7903
93576	64	64	64	582.0000	1.1700	0.8126
93577	64	64	64	534.0000	1.0735	0.7456
93578	64	64	64	558.0000	1.1218	0.7791
93579	64	64	64	542.0000	1.0896	0.7568
93580	64	64	64	535.0000	1.0755	0.7470
93581	64	64	64	537.0000	1.0795	0.7498
93582	64	64	64	522.0000	1.0494	0.7289
93583	64	64	64	547.0000	1.0996	0.7638
93584	64	64	64	503.0000	1.0112	0.7023
