Tree	Tree_taxa	RefTree_taxa	Common_taxa	MatchingCluster	MatchingCluster_toYuleAvg	MatchingCluster_toUnifAvg
12611	64	64	64	572.0000	1.1499	0.7987
12612	64	64	64	482.0000	0.9690	0.6730
12613	64	64	64	500.0000	1.0052	0.6981
12614	64	64	64	543.0000	1.0916	0.7582
12615	64	64	64	503.0000	1.0112	0.7023
12616	64	64	64	553.0000	1.1117	0.7721
12617	64	64	64	542.0000	1.0896	0.7568
12618	64	64	64	594.0000	1.1941	0.8294
12619	64	64	64	515.0000	1.0353	0.7191
12620	64	64	64	542.0000	1.0896	0.7568
12621	64	64	64	532.0000	1.0695	0.7428
12622	64	64	64	571.0000	1.1479	0.7973
12623	64	64	64	547.0000	1.0996	0.7638
12624	64	64	64	552.0000	1.1097	0.7707
12625	64	64	64	532.0000	1.0695	0.7428
12626	64	64	64	530.0000	1.0655	0.7400
12627	64	64	64	557.0000	1.1197	0.7777
12628	64	64	64	551.0000	1.1077	0.7693
12629	64	64	64	556.0000	1.1177	0.7763
12630	64	64	64	574.0000	1.1539	0.8015
12631	64	64	64	544.0000	1.0936	0.7596
12632	64	64	64	535.0000	1.0755	0.7470
12633	64	64	64	506.0000	1.0172	0.7065
12634	64	64	64	556.0000	1.1177	0.7763
12635	64	64	64	541.0000	1.0876	0.7554
12636	64	64	64	539.0000	1.0836	0.7526
12637	64	64	64	577.0000	1.1600	0.8057
12638	64	64	64	512.0000	1.0293	0.7149
12639	64	64	64	509.0000	1.0233	0.7107
12640	64	64	64	538.0000	1.0816	0.7512
12641	64	64	64	547.0000	1.0996	0.7638
12642	64	64	64	529.0000	1.0635	0.7386
12643	64	64	64	553.0000	1.1117	0.7721
12644	64	64	64	584.0000	1.1740	0.8154
12645	64	64	64	503.0000	1.0112	0.7023
12646	64	64	64	535.0000	1.0755	0.7470
12647	64	64	64	533.0000	1.0715	0.7442
12648	64	64	64	554.0000	1.1137	0.7735
12649	64	64	64	527.0000	1.0594	0.7358
12650	64	64	64	488.0000	0.9810	0.6814
12651	64	64	64	567.0000	1.1399	0.7917
12652	64	64	64	573.0000	1.1519	0.8001
12653	64	64	64	535.0000	1.0755	0.7470
12654	64	64	64	570.0000	1.1459	0.7959
12655	64	64	64	532.0000	1.0695	0.7428
12656	64	64	64	528.0000	1.0614	0.7372
12657	64	64	64	515.0000	1.0353	0.7191
12658	64	64	64	558.0000	1.1218	0.7791
12659	64	64	64	560.0000	1.1258	0.7819
12660	64	64	64	553.0000	1.1117	0.7721
12661	64	64	64	554.0000	1.1137	0.7735
12662	64	64	64	526.0000	1.0574	0.7344
12663	64	64	64	563.0000	1.1318	0.7861
12664	64	64	64	524.0000	1.0534	0.7316
12665	64	64	64	570.0000	1.1459	0.7959
12666	64	64	64	521.0000	1.0474	0.7275
12667	64	64	64	540.0000	1.0856	0.7540
12668	64	64	64	582.0000	1.1700	0.8126
12669	64	64	64	540.0000	1.0856	0.7540
12670	64	64	64	576.0000	1.1579	0.8043
12671	64	64	64	510.0000	1.0253	0.7121
12672	64	64	64	542.0000	1.0896	0.7568
12673	64	64	64	554.0000	1.1137	0.7735
12674	64	64	64	568.0000	1.1419	0.7931
12675	64	64	64	557.0000	1.1197	0.7777
12676	64	64	64	507.0000	1.0192	0.7079
12677	64	64	64	540.0000	1.0856	0.7540
12678	64	64	64	552.0000	1.1097	0.7707
12679	64	64	64	554.0000	1.1137	0.7735
12680	64	64	64	578.0000	1.1620	0.8070
12681	64	64	64	528.0000	1.0614	0.7372
12682	64	64	64	561.0000	1.1278	0.7833
12683	64	64	64	526.0000	1.0574	0.7344
12684	64	64	64	535.0000	1.0755	0.7470
12685	64	64	64	526.0000	1.0574	0.7344
12686	64	64	64	560.0000	1.1258	0.7819
12687	64	64	64	535.0000	1.0755	0.7470
12688	64	64	64	565.0000	1.1358	0.7889
12689	64	64	64	579.0000	1.1640	0.8084
12690	64	64	64	525.0000	1.0554	0.7330
12691	64	64	64	534.0000	1.0735	0.7456
12692	64	64	64	553.0000	1.1117	0.7721
12693	64	64	64	534.0000	1.0735	0.7456
12694	64	64	64	573.0000	1.1519	0.8001
12695	64	64	64	565.0000	1.1358	0.7889
12696	64	64	64	541.0000	1.0876	0.7554
12697	64	64	64	506.0000	1.0172	0.7065
12698	64	64	64	508.0000	1.0212	0.7093
12699	64	64	64	539.0000	1.0836	0.7526
12700	64	64	64	557.0000	1.1197	0.7777
12701	64	64	64	550.0000	1.1057	0.7680
12702	64	64	64	547.0000	1.0996	0.7638
12703	64	64	64	519.0000	1.0434	0.7247
12704	64	64	64	580.0000	1.1660	0.8098
12705	64	64	64	523.0000	1.0514	0.7303
12706	64	64	64	540.0000	1.0856	0.7540
12707	64	64	64	592.0000	1.1901	0.8266
12708	64	64	64	540.0000	1.0856	0.7540
12709	64	64	64	521.0000	1.0474	0.7275
12710	64	64	64	558.0000	1.1218	0.7791
12711	64	64	64	512.0000	1.0293	0.7149
12712	64	64	64	602.0000	1.2102	0.8406
12713	64	64	64	556.0000	1.1177	0.7763
12714	64	64	64	520.0000	1.0454	0.7261
12715	64	64	64	554.0000	1.1137	0.7735
12716	64	64	64	577.0000	1.1600	0.8057
12717	64	64	64	546.0000	1.0976	0.7624
12718	64	64	64	559.0000	1.1238	0.7805
12719	64	64	64	564.0000	1.1338	0.7875
12720	64	64	64	558.0000	1.1218	0.7791
12721	64	64	64	563.0000	1.1318	0.7861
12722	64	64	64	527.0000	1.0594	0.7358
12723	64	64	64	525.0000	1.0554	0.7330
12724	64	64	64	544.0000	1.0936	0.7596
12725	64	64	64	530.0000	1.0655	0.7400
12726	64	64	64	561.0000	1.1278	0.7833
12727	64	64	64	523.0000	1.0514	0.7303
12728	64	64	64	567.0000	1.1399	0.7917
12729	64	64	64	577.0000	1.1600	0.8057
12730	64	64	64	530.0000	1.0655	0.7400
12731	64	64	64	527.0000	1.0594	0.7358
12732	64	64	64	536.0000	1.0775	0.7484
12733	64	64	64	518.0000	1.0413	0.7233
12734	64	64	64	516.0000	1.0373	0.7205
12735	64	64	64	500.0000	1.0052	0.6981
12736	64	64	64	495.0000	0.9951	0.6912
12737	64	64	64	553.0000	1.1117	0.7721
12738	64	64	64	568.0000	1.1419	0.7931
12739	64	64	64	516.0000	1.0373	0.7205
12740	64	64	64	548.0000	1.1017	0.7652
12741	64	64	64	553.0000	1.1117	0.7721
12742	64	64	64	557.0000	1.1197	0.7777
12743	64	64	64	504.0000	1.0132	0.7037
12744	64	64	64	576.0000	1.1579	0.8043
12745	64	64	64	602.0000	1.2102	0.8406
12746	64	64	64	558.0000	1.1218	0.7791
12747	64	64	64	554.0000	1.1137	0.7735
12748	64	64	64	535.0000	1.0755	0.7470
12749	64	64	64	492.0000	0.9891	0.6870
12750	64	64	64	554.0000	1.1137	0.7735
12751	64	64	64	484.0000	0.9730	0.6758
12752	64	64	64	564.0000	1.1338	0.7875
12753	64	64	64	580.0000	1.1660	0.8098
12754	64	64	64	574.0000	1.1539	0.8015
12755	64	64	64	535.0000	1.0755	0.7470
12756	64	64	64	564.0000	1.1338	0.7875
12757	64	64	64	541.0000	1.0876	0.7554
12758	64	64	64	519.0000	1.0434	0.7247
12759	64	64	64	559.0000	1.1238	0.7805
12760	64	64	64	541.0000	1.0876	0.7554
12761	64	64	64	546.0000	1.0976	0.7624
12762	64	64	64	558.0000	1.1218	0.7791
12763	64	64	64	563.0000	1.1318	0.7861
12764	64	64	64	557.0000	1.1197	0.7777
12765	64	64	64	557.0000	1.1197	0.7777
12766	64	64	64	517.0000	1.0393	0.7219
12767	64	64	64	535.0000	1.0755	0.7470
12768	64	64	64	527.0000	1.0594	0.7358
12769	64	64	64	586.0000	1.1780	0.8182
12770	64	64	64	569.0000	1.1439	0.7945
12771	64	64	64	553.0000	1.1117	0.7721
12772	64	64	64	576.0000	1.1579	0.8043
12773	64	64	64	513.0000	1.0313	0.7163
12774	64	64	64	497.0000	0.9991	0.6939
12775	64	64	64	567.0000	1.1399	0.7917
12776	64	64	64	518.0000	1.0413	0.7233
12777	64	64	64	531.0000	1.0675	0.7414
12778	64	64	64	512.0000	1.0293	0.7149
12779	64	64	64	530.0000	1.0655	0.7400
12780	64	64	64	499.0000	1.0032	0.6967
12781	64	64	64	541.0000	1.0876	0.7554
12782	64	64	64	534.0000	1.0735	0.7456
12783	64	64	64	571.0000	1.1479	0.7973
12784	64	64	64	503.0000	1.0112	0.7023
12785	64	64	64	566.0000	1.1378	0.7903
12786	64	64	64	576.0000	1.1579	0.8043
12787	64	64	64	579.0000	1.1640	0.8084
12788	64	64	64	504.0000	1.0132	0.7037
12789	64	64	64	532.0000	1.0695	0.7428
12790	64	64	64	523.0000	1.0514	0.7303
12791	64	64	64	555.0000	1.1157	0.7749
12792	64	64	64	512.0000	1.0293	0.7149
12793	64	64	64	576.0000	1.1579	0.8043
12794	64	64	64	564.0000	1.1338	0.7875
12795	64	64	64	570.0000	1.1459	0.7959
12796	64	64	64	547.0000	1.0996	0.7638
12797	64	64	64	569.0000	1.1439	0.7945
12798	64	64	64	525.0000	1.0554	0.7330
12799	64	64	64	495.0000	0.9951	0.6912
12800	64	64	64	530.0000	1.0655	0.7400
12801	64	64	64	550.0000	1.1057	0.7680
12802	64	64	64	543.0000	1.0916	0.7582
12803	64	64	64	550.0000	1.1057	0.7680
12804	64	64	64	520.0000	1.0454	0.7261
12805	64	64	64	507.0000	1.0192	0.7079
12806	64	64	64	529.0000	1.0635	0.7386
12807	64	64	64	561.0000	1.1278	0.7833
12808	64	64	64	561.0000	1.1278	0.7833
12809	64	64	64	572.0000	1.1499	0.7987
12810	64	64	64	535.0000	1.0755	0.7470
12811	64	64	64	554.0000	1.1137	0.7735
12812	64	64	64	520.0000	1.0454	0.7261
12813	64	64	64	563.0000	1.1318	0.7861
12814	64	64	64	555.0000	1.1157	0.7749
12815	64	64	64	526.0000	1.0574	0.7344
12816	64	64	64	519.0000	1.0434	0.7247
12817	64	64	64	538.0000	1.0816	0.7512
12818	64	64	64	570.0000	1.1459	0.7959
12819	64	64	64	566.0000	1.1378	0.7903
12820	64	64	64	533.0000	1.0715	0.7442
12821	64	64	64	527.0000	1.0594	0.7358
12822	64	64	64	501.0000	1.0072	0.6995
12823	64	64	64	551.0000	1.1077	0.7693
12824	64	64	64	552.0000	1.1097	0.7707
12825	64	64	64	550.0000	1.1057	0.7680
12826	64	64	64	549.0000	1.1037	0.7666
12827	64	64	64	516.0000	1.0373	0.7205
12828	64	64	64	563.0000	1.1318	0.7861
12829	64	64	64	533.0000	1.0715	0.7442
12830	64	64	64	520.0000	1.0454	0.7261
12831	64	64	64	524.0000	1.0534	0.7316
12832	64	64	64	553.0000	1.1117	0.7721
12833	64	64	64	524.0000	1.0534	0.7316
12834	64	64	64	500.0000	1.0052	0.6981
12835	64	64	64	569.0000	1.1439	0.7945
12836	64	64	64	567.0000	1.1399	0.7917
12837	64	64	64	505.0000	1.0152	0.7051
12838	64	64	64	563.0000	1.1318	0.7861
12839	64	64	64	510.0000	1.0253	0.7121
12840	64	64	64	547.0000	1.0996	0.7638
12841	64	64	64	563.0000	1.1318	0.7861
12842	64	64	64	525.0000	1.0554	0.7330
12843	64	64	64	572.0000	1.1499	0.7987
12844	64	64	64	540.0000	1.0856	0.7540
12845	64	64	64	516.0000	1.0373	0.7205
12846	64	64	64	545.0000	1.0956	0.7610
12847	64	64	64	556.0000	1.1177	0.7763
12848	64	64	64	563.0000	1.1318	0.7861
12849	64	64	64	553.0000	1.1117	0.7721
12850	64	64	64	513.0000	1.0313	0.7163
12851	64	64	64	553.0000	1.1117	0.7721
12852	64	64	64	507.0000	1.0192	0.7079
12853	64	64	64	527.0000	1.0594	0.7358
12854	64	64	64	541.0000	1.0876	0.7554
12855	64	64	64	561.0000	1.1278	0.7833
12856	64	64	64	513.0000	1.0313	0.7163
12857	64	64	64	558.0000	1.1218	0.7791
12858	64	64	64	578.0000	1.1620	0.8070
12859	64	64	64	499.0000	1.0032	0.6967
12860	64	64	64	539.0000	1.0836	0.7526
12861	64	64	64	539.0000	1.0836	0.7526
12862	64	64	64	489.0000	0.9830	0.6828
12863	64	64	64	536.0000	1.0775	0.7484
12864	64	64	64	546.0000	1.0976	0.7624
12865	64	64	64	556.0000	1.1177	0.7763
12866	64	64	64	516.0000	1.0373	0.7205
12867	64	64	64	528.0000	1.0614	0.7372
12868	64	64	64	554.0000	1.1137	0.7735
12869	64	64	64	547.0000	1.0996	0.7638
12870	64	64	64	557.0000	1.1197	0.7777
12871	64	64	64	514.0000	1.0333	0.7177
12872	64	64	64	574.0000	1.1539	0.8015
12873	64	64	64	566.0000	1.1378	0.7903
12874	64	64	64	547.0000	1.0996	0.7638
12875	64	64	64	504.0000	1.0132	0.7037
12876	64	64	64	573.0000	1.1519	0.8001
12877	64	64	64	530.0000	1.0655	0.7400
12878	64	64	64	526.0000	1.0574	0.7344
12879	64	64	64	548.0000	1.1017	0.7652
12880	64	64	64	541.0000	1.0876	0.7554
12881	64	64	64	554.0000	1.1137	0.7735
12882	64	64	64	541.0000	1.0876	0.7554
12883	64	64	64	525.0000	1.0554	0.7330
12884	64	64	64	581.0000	1.1680	0.8112
12885	64	64	64	546.0000	1.0976	0.7624
12886	64	64	64	580.0000	1.1660	0.8098
12887	64	64	64	471.0000	0.9469	0.6576
12888	64	64	64	577.0000	1.1600	0.8057
12889	64	64	64	519.0000	1.0434	0.7247
12890	64	64	64	536.0000	1.0775	0.7484
12891	64	64	64	553.0000	1.1117	0.7721
12892	64	64	64	491.0000	0.9871	0.6856
12893	64	64	64	546.0000	1.0976	0.7624
12894	64	64	64	559.0000	1.1238	0.7805
12895	64	64	64	547.0000	1.0996	0.7638
12896	64	64	64	532.0000	1.0695	0.7428
12897	64	64	64	504.0000	1.0132	0.7037
12898	64	64	64	546.0000	1.0976	0.7624
12899	64	64	64	580.0000	1.1660	0.8098
12900	64	64	64	570.0000	1.1459	0.7959
12901	64	64	64	560.0000	1.1258	0.7819
12902	64	64	64	541.0000	1.0876	0.7554
12903	64	64	64	539.0000	1.0836	0.7526
12904	64	64	64	552.0000	1.1097	0.7707
12905	64	64	64	501.0000	1.0072	0.6995
12906	64	64	64	541.0000	1.0876	0.7554
12907	64	64	64	527.0000	1.0594	0.7358
12908	64	64	64	581.0000	1.1680	0.8112
12909	64	64	64	532.0000	1.0695	0.7428
12910	64	64	64	519.0000	1.0434	0.7247
12911	64	64	64	511.0000	1.0273	0.7135
12912	64	64	64	492.0000	0.9891	0.6870
12913	64	64	64	559.0000	1.1238	0.7805
12914	64	64	64	575.0000	1.1559	0.8029
12915	64	64	64	551.0000	1.1077	0.7693
12916	64	64	64	543.0000	1.0916	0.7582
12917	64	64	64	516.0000	1.0373	0.7205
12918	64	64	64	562.0000	1.1298	0.7847
12919	64	64	64	524.0000	1.0534	0.7316
12920	64	64	64	583.0000	1.1720	0.8140
12921	64	64	64	543.0000	1.0916	0.7582
12922	64	64	64	560.0000	1.1258	0.7819
12923	64	64	64	559.0000	1.1238	0.7805
12924	64	64	64	546.0000	1.0976	0.7624
12925	64	64	64	530.0000	1.0655	0.7400
12926	64	64	64	529.0000	1.0635	0.7386
12927	64	64	64	535.0000	1.0755	0.7470
12928	64	64	64	535.0000	1.0755	0.7470
12929	64	64	64	556.0000	1.1177	0.7763
12930	64	64	64	523.0000	1.0514	0.7303
12931	64	64	64	543.0000	1.0916	0.7582
12932	64	64	64	553.0000	1.1117	0.7721
12933	64	64	64	488.0000	0.9810	0.6814
12934	64	64	64	555.0000	1.1157	0.7749
12935	64	64	64	551.0000	1.1077	0.7693
12936	64	64	64	564.0000	1.1338	0.7875
12937	64	64	64	534.0000	1.0735	0.7456
12938	64	64	64	519.0000	1.0434	0.7247
12939	64	64	64	537.0000	1.0795	0.7498
12940	64	64	64	530.0000	1.0655	0.7400
12941	64	64	64	509.0000	1.0233	0.7107
12942	64	64	64	570.0000	1.1459	0.7959
12943	64	64	64	524.0000	1.0534	0.7316
12944	64	64	64	549.0000	1.1037	0.7666
12945	64	64	64	544.0000	1.0936	0.7596
12946	64	64	64	513.0000	1.0313	0.7163
12947	64	64	64	538.0000	1.0816	0.7512
12948	64	64	64	557.0000	1.1197	0.7777
12949	64	64	64	564.0000	1.1338	0.7875
12950	64	64	64	563.0000	1.1318	0.7861
12951	64	64	64	550.0000	1.1057	0.7680
12952	64	64	64	543.0000	1.0916	0.7582
12953	64	64	64	540.0000	1.0856	0.7540
12954	64	64	64	528.0000	1.0614	0.7372
12955	64	64	64	512.0000	1.0293	0.7149
12956	64	64	64	480.0000	0.9650	0.6702
12957	64	64	64	584.0000	1.1740	0.8154
12958	64	64	64	557.0000	1.1197	0.7777
12959	64	64	64	512.0000	1.0293	0.7149
12960	64	64	64	540.0000	1.0856	0.7540
12961	64	64	64	505.0000	1.0152	0.7051
12962	64	64	64	540.0000	1.0856	0.7540
12963	64	64	64	579.0000	1.1640	0.8084
12964	64	64	64	542.0000	1.0896	0.7568
12965	64	64	64	565.0000	1.1358	0.7889
12966	64	64	64	505.0000	1.0152	0.7051
12967	64	64	64	572.0000	1.1499	0.7987
12968	64	64	64	556.0000	1.1177	0.7763
12969	64	64	64	523.0000	1.0514	0.7303
12970	64	64	64	596.0000	1.1982	0.8322
12971	64	64	64	504.0000	1.0132	0.7037
12972	64	64	64	530.0000	1.0655	0.7400
12973	64	64	64	546.0000	1.0976	0.7624
12974	64	64	64	533.0000	1.0715	0.7442
12975	64	64	64	566.0000	1.1378	0.7903
12976	64	64	64	538.0000	1.0816	0.7512
12977	64	64	64	558.0000	1.1218	0.7791
12978	64	64	64	576.0000	1.1579	0.8043
12979	64	64	64	485.0000	0.9750	0.6772
12980	64	64	64	518.0000	1.0413	0.7233
12981	64	64	64	547.0000	1.0996	0.7638
12982	64	64	64	527.0000	1.0594	0.7358
12983	64	64	64	566.0000	1.1378	0.7903
12984	64	64	64	550.0000	1.1057	0.7680
12985	64	64	64	531.0000	1.0675	0.7414
12986	64	64	64	574.0000	1.1539	0.8015
12987	64	64	64	540.0000	1.0856	0.7540
12988	64	64	64	541.0000	1.0876	0.7554
12989	64	64	64	510.0000	1.0253	0.7121
12990	64	64	64	511.0000	1.0273	0.7135
12991	64	64	64	538.0000	1.0816	0.7512
12992	64	64	64	522.0000	1.0494	0.7289
12993	64	64	64	551.0000	1.1077	0.7693
12994	64	64	64	557.0000	1.1197	0.7777
12995	64	64	64	551.0000	1.1077	0.7693
12996	64	64	64	546.0000	1.0976	0.7624
12997	64	64	64	564.0000	1.1338	0.7875
12998	64	64	64	503.0000	1.0112	0.7023
12999	64	64	64	508.0000	1.0212	0.7093
13000	64	64	64	523.0000	1.0514	0.7303
13001	64	64	64	563.0000	1.1318	0.7861
13002	64	64	64	555.0000	1.1157	0.7749
13003	64	64	64	531.0000	1.0675	0.7414
13004	64	64	64	545.0000	1.0956	0.7610
13005	64	64	64	539.0000	1.0836	0.7526
13006	64	64	64	494.0000	0.9931	0.6898
13007	64	64	64	472.0000	0.9489	0.6590
13008	64	64	64	520.0000	1.0454	0.7261
13009	64	64	64	565.0000	1.1358	0.7889
13010	64	64	64	567.0000	1.1399	0.7917
13011	64	64	64	537.0000	1.0795	0.7498
13012	64	64	64	518.0000	1.0413	0.7233
13013	64	64	64	558.0000	1.1218	0.7791
13014	64	64	64	537.0000	1.0795	0.7498
13015	64	64	64	525.0000	1.0554	0.7330
13016	64	64	64	565.0000	1.1358	0.7889
13017	64	64	64	542.0000	1.0896	0.7568
13018	64	64	64	522.0000	1.0494	0.7289
13019	64	64	64	531.0000	1.0675	0.7414
13020	64	64	64	515.0000	1.0353	0.7191
13021	64	64	64	560.0000	1.1258	0.7819
13022	64	64	64	506.0000	1.0172	0.7065
13023	64	64	64	574.0000	1.1539	0.8015
13024	64	64	64	533.0000	1.0715	0.7442
13025	64	64	64	546.0000	1.0976	0.7624
13026	64	64	64	539.0000	1.0836	0.7526
13027	64	64	64	578.0000	1.1620	0.8070
13028	64	64	64	536.0000	1.0775	0.7484
13029	64	64	64	574.0000	1.1539	0.8015
13030	64	64	64	543.0000	1.0916	0.7582
13031	64	64	64	523.0000	1.0514	0.7303
13032	64	64	64	532.0000	1.0695	0.7428
13033	64	64	64	563.0000	1.1318	0.7861
13034	64	64	64	535.0000	1.0755	0.7470
13035	64	64	64	555.0000	1.1157	0.7749
13036	64	64	64	533.0000	1.0715	0.7442
13037	64	64	64	493.0000	0.9911	0.6884
13038	64	64	64	566.0000	1.1378	0.7903
13039	64	64	64	557.0000	1.1197	0.7777
13040	64	64	64	573.0000	1.1519	0.8001
13041	64	64	64	492.0000	0.9891	0.6870
13042	64	64	64	536.0000	1.0775	0.7484
13043	64	64	64	585.0000	1.1760	0.8168
13044	64	64	64	533.0000	1.0715	0.7442
13045	64	64	64	556.0000	1.1177	0.7763
13046	64	64	64	528.0000	1.0614	0.7372
13047	64	64	64	546.0000	1.0976	0.7624
13048	64	64	64	524.0000	1.0534	0.7316
13049	64	64	64	547.0000	1.0996	0.7638
13050	64	64	64	566.0000	1.1378	0.7903
13051	64	64	64	546.0000	1.0976	0.7624
13052	64	64	64	527.0000	1.0594	0.7358
13053	64	64	64	539.0000	1.0836	0.7526
13054	64	64	64	500.0000	1.0052	0.6981
13055	64	64	64	507.0000	1.0192	0.7079
13056	64	64	64	522.0000	1.0494	0.7289
13057	64	64	64	516.0000	1.0373	0.7205
13058	64	64	64	564.0000	1.1338	0.7875
13059	64	64	64	527.0000	1.0594	0.7358
13060	64	64	64	596.0000	1.1982	0.8322
13061	64	64	64	556.0000	1.1177	0.7763
13062	64	64	64	526.0000	1.0574	0.7344
13063	64	64	64	566.0000	1.1378	0.7903
13064	64	64	64	516.0000	1.0373	0.7205
13065	64	64	64	516.0000	1.0373	0.7205
13066	64	64	64	548.0000	1.1017	0.7652
13067	64	64	64	545.0000	1.0956	0.7610
13068	64	64	64	539.0000	1.0836	0.7526
13069	64	64	64	558.0000	1.1218	0.7791
13070	64	64	64	559.0000	1.1238	0.7805
13071	64	64	64	531.0000	1.0675	0.7414
13072	64	64	64	460.0000	0.9247	0.6423
13073	64	64	64	547.0000	1.0996	0.7638
13074	64	64	64	555.0000	1.1157	0.7749
13075	64	64	64	513.0000	1.0313	0.7163
13076	64	64	64	563.0000	1.1318	0.7861
13077	64	64	64	538.0000	1.0816	0.7512
13078	64	64	64	574.0000	1.1539	0.8015
13079	64	64	64	559.0000	1.1238	0.7805
13080	64	64	64	564.0000	1.1338	0.7875
13081	64	64	64	534.0000	1.0735	0.7456
13082	64	64	64	529.0000	1.0635	0.7386
13083	64	64	64	552.0000	1.1097	0.7707
13084	64	64	64	532.0000	1.0695	0.7428
13085	64	64	64	532.0000	1.0695	0.7428
13086	64	64	64	545.0000	1.0956	0.7610
13087	64	64	64	520.0000	1.0454	0.7261
13088	64	64	64	556.0000	1.1177	0.7763
13089	64	64	64	533.0000	1.0715	0.7442
13090	64	64	64	570.0000	1.1459	0.7959
13091	64	64	64	554.0000	1.1137	0.7735
13092	64	64	64	469.0000	0.9428	0.6549
13093	64	64	64	529.0000	1.0635	0.7386
13094	64	64	64	571.0000	1.1479	0.7973
13095	64	64	64	559.0000	1.1238	0.7805
13096	64	64	64	566.0000	1.1378	0.7903
13097	64	64	64	573.0000	1.1519	0.8001
13098	64	64	64	562.0000	1.1298	0.7847
13099	64	64	64	500.0000	1.0052	0.6981
13100	64	64	64	546.0000	1.0976	0.7624
13101	64	64	64	512.0000	1.0293	0.7149
13102	64	64	64	568.0000	1.1419	0.7931
13103	64	64	64	540.0000	1.0856	0.7540
13104	64	64	64	579.0000	1.1640	0.8084
13105	64	64	64	534.0000	1.0735	0.7456
13106	64	64	64	544.0000	1.0936	0.7596
13107	64	64	64	574.0000	1.1539	0.8015
13108	64	64	64	560.0000	1.1258	0.7819
13109	64	64	64	573.0000	1.1519	0.8001
13110	64	64	64	535.0000	1.0755	0.7470
13111	64	64	64	504.0000	1.0132	0.7037
13112	64	64	64	529.0000	1.0635	0.7386
13113	64	64	64	551.0000	1.1077	0.7693
13114	64	64	64	534.0000	1.0735	0.7456
13115	64	64	64	567.0000	1.1399	0.7917
13116	64	64	64	572.0000	1.1499	0.7987
13117	64	64	64	552.0000	1.1097	0.7707
13118	64	64	64	570.0000	1.1459	0.7959
13119	64	64	64	568.0000	1.1419	0.7931
13120	64	64	64	572.0000	1.1499	0.7987
13121	64	64	64	559.0000	1.1238	0.7805
13122	64	64	64	521.0000	1.0474	0.7275
13123	64	64	64	552.0000	1.1097	0.7707
13124	64	64	64	562.0000	1.1298	0.7847
13125	64	64	64	508.0000	1.0212	0.7093
13126	64	64	64	487.0000	0.9790	0.6800
13127	64	64	64	544.0000	1.0936	0.7596
13128	64	64	64	559.0000	1.1238	0.7805
13129	64	64	64	551.0000	1.1077	0.7693
13130	64	64	64	485.0000	0.9750	0.6772
13131	64	64	64	550.0000	1.1057	0.7680
13132	64	64	64	541.0000	1.0876	0.7554
13133	64	64	64	550.0000	1.1057	0.7680
13134	64	64	64	516.0000	1.0373	0.7205
13135	64	64	64	530.0000	1.0655	0.7400
13136	64	64	64	547.0000	1.0996	0.7638
13137	64	64	64	562.0000	1.1298	0.7847
13138	64	64	64	537.0000	1.0795	0.7498
13139	64	64	64	562.0000	1.1298	0.7847
13140	64	64	64	526.0000	1.0574	0.7344
13141	64	64	64	551.0000	1.1077	0.7693
13142	64	64	64	542.0000	1.0896	0.7568
13143	64	64	64	541.0000	1.0876	0.7554
13144	64	64	64	537.0000	1.0795	0.7498
13145	64	64	64	487.0000	0.9790	0.6800
13146	64	64	64	543.0000	1.0916	0.7582
13147	64	64	64	581.0000	1.1680	0.8112
13148	64	64	64	541.0000	1.0876	0.7554
13149	64	64	64	558.0000	1.1218	0.7791
13150	64	64	64	533.0000	1.0715	0.7442
13151	64	64	64	559.0000	1.1238	0.7805
13152	64	64	64	548.0000	1.1017	0.7652
13153	64	64	64	567.0000	1.1399	0.7917
13154	64	64	64	543.0000	1.0916	0.7582
13155	64	64	64	534.0000	1.0735	0.7456
13156	64	64	64	533.0000	1.0715	0.7442
13157	64	64	64	556.0000	1.1177	0.7763
13158	64	64	64	561.0000	1.1278	0.7833
13159	64	64	64	559.0000	1.1238	0.7805
13160	64	64	64	559.0000	1.1238	0.7805
13161	64	64	64	558.0000	1.1218	0.7791
13162	64	64	64	554.0000	1.1137	0.7735
13163	64	64	64	549.0000	1.1037	0.7666
13164	64	64	64	581.0000	1.1680	0.8112
13165	64	64	64	525.0000	1.0554	0.7330
13166	64	64	64	608.0000	1.2223	0.8489
13167	64	64	64	542.0000	1.0896	0.7568
13168	64	64	64	571.0000	1.1479	0.7973
13169	64	64	64	558.0000	1.1218	0.7791
13170	64	64	64	561.0000	1.1278	0.7833
13171	64	64	64	596.0000	1.1982	0.8322
13172	64	64	64	556.0000	1.1177	0.7763
13173	64	64	64	515.0000	1.0353	0.7191
13174	64	64	64	549.0000	1.1037	0.7666
13175	64	64	64	541.0000	1.0876	0.7554
13176	64	64	64	567.0000	1.1399	0.7917
13177	64	64	64	513.0000	1.0313	0.7163
13178	64	64	64	562.0000	1.1298	0.7847
13179	64	64	64	569.0000	1.1439	0.7945
13180	64	64	64	535.0000	1.0755	0.7470
13181	64	64	64	521.0000	1.0474	0.7275
13182	64	64	64	568.0000	1.1419	0.7931
13183	64	64	64	569.0000	1.1439	0.7945
13184	64	64	64	590.0000	1.1861	0.8238
13185	64	64	64	555.0000	1.1157	0.7749
13186	64	64	64	575.0000	1.1559	0.8029
13187	64	64	64	564.0000	1.1338	0.7875
13188	64	64	64	541.0000	1.0876	0.7554
13189	64	64	64	498.0000	1.0011	0.6953
13190	64	64	64	562.0000	1.1298	0.7847
